tokens,segmenter_one,segmenter_two,segmenter_three
saangenela,s-a-ngenel-a,s-a-ngenel-a,sa-ngenel-a
saanika,s-a-nik-a,s-a-nik-a,sa-nik-a
saanikeza,s-a-nikez-a,s-a-nikez-a,sa-nikez-a
saanikezwa,s-a-nikezw-a,s-a-nikezw-a,sa-nikezw-a
saanikina,s-a-nikin-a,s-a-nikin-a,sa-nikin-a
saanikwa,s-a-nikw-a,s-a-nikw-a,sa-nikw-a
saanquma,s-a-nqum-a,s-a-nqum-a,sa-nqum-a
saanxuswa,s-a-nxusw-a,s-a-nxusw-a,sa-nxusw-a
saaphakamisa,s-a-phakamis-a,s-a-phakamis-a,sa-phakamis-a
saaphatha,s-a-phath-a,s-a-phath-a,sa-phath-a
saaphathwa,s-a-phathw-a,s-a-phathw-a,sa-phathw-a
saaphawula,s-a-phawul-a,s-a-phawul-a,sa-phawul-a
saaphenduka,s-a-phenduk-a,s-a-phenduk-a,sa-phenduk-a
saaphendula,s-a-phendul-a,s-a-phendul-a,sa-phendul-a
saaphephula,s-a-phephul-a,s-a-phephul-a,sa-phephul-a
saaphoqelela,s-a-phoqelel-a,s-a-phoqelel-a,sa-phoqelel-a
saaqala,s-a-qala,s-a-qala,sa-qala
saaqalisa,s-a-qalis-a,s-a-qalis-a,sa-qalis-a
saaqaphela,s-a-qaphel-a,s-a-qaphel-a,sa-qaphel-a
saaqasha,s-a-qash-a,s-a-qash-a,sa-qash-a
saaqeda,s-a-qed-a,s-a-qed-a,sa-qed-a
saaqhuba,s-a-qhub-a,s-a-qhub-a,sa-qhub-a
saaqinisa,s-a-qinis-a,s-a-qinis-a,sa-qinis-a
saaqinisekisa,s-a-qinisekis-a,s-a-qinisekis-a,sa-qinisekis-a
saaqonda,s-a-qond-a,s-a-qond-a,sa-qond-a
saaqondisa,s-a-qondis-a,s-a-qondis-a,sa-qondis-a
saasabelwa,s-a-sabelw-a,s-a-sabelw-a,sa-sabelw-a
saasebenza,s-a-sebenz-a,s-a-sebenz-a,sa-sebenz-a
saasebenzisa,s-a-sebenzis-a,s-a-sebenzis-a,sa-sebenzis-a
saasekela,s-a-sekel-a,s-a-sekel-a,sa-sekel-a
saashintsha,s-a-shintsh-a,s-a-shintsh-a,sa-shintsh-a
saashiya,s-a-shiy-a,s-a-shiy-a,sa-shiy-a
saashukumisa,s-a-shukumis-a,s-a-shukumis-a,sa-shukumis-a
saasikisela,s-a-sikisel-a,s-a-sikisel-a,sa-sikisel-a
saasilwa,s-a-silw-a,s-a-silw-a,sa-silw-a
saasitheza,s-a-sithez-a,s-a-sithez-a,sa-sithez-a
saasola,s-a-sol-a,s-a-sol-a,sa-sol-a
saasungulwa,s-a-sungulw-a,s-a-sungulw-a,sa-sungulw-a
saathanda,s-a-thand-a,s-a-thand-a,sa-thand-a
saathatha,s-a-thath-a,s-a-thath-a,sa-thath-a
saathathelwa,s-a-thathelw-a,s-a-thathelw-a,sa-thathelw-a
saathembisa,s-a-thembis-a,s-a-thembis-a,sa-thembis-a
saathenga,s-a-theng-a,s-a-theng-a,sa-theng-a
saathi,s-a-thi,s-a-thi,sa-thi
saathinta,s-a-thint-a,s-a-thint-a,sa-thint-a
saathintwa,s-a-thintw-a,s-a-thintw-a,sa-thintw-a
saathola,s-a-thol-a,s-a-thol-a,sa-thol-a
saatshela,s-a-tshel-a,s-a-tshel-a,sa-tshel-a
saatshelwa,s-a-tshelw-a,s-a-tshelw-a,sa-tshelw-a
saavakashela,s-a-vakashel-a,s-a-vakashel-a,sa-vakashel-a
saaveza,s-a-vez-a,s-a-vez-a,sa-vez-a
saavimbela,s-a-vimbel-a,s-a-vimbel-a,sa-vimbel-a
saavotela,s-a-votel-a,s-a-votel-a,sa-votel-a
saavula,s-a-vul-a,s-a-vul-a,sa-vul-a
saavuma,s-a-vum-a,s-a-vum-a,sa-vum-a
saavumela,s-a-vumel-a,s-a-vumel-a,sa-vumel-a
saavusa,s-a-vus-a,s-a-vus-a,sa-vus-a
saavuswa,s-a-vusw-a,s-a-vusw-a,sa-vusw-a
saaxhasa,s-a-xhas-a,s-a-xhas-a,sa-xhas-a
saayalwa,s-a-yalw-a,s-a-yalw-a,sa-yalw-a
saayeka,s-a-yek-a,s-a-yek-a,sa-yek-a
saazala,s-a-zal-a,s-a-zal-a,sa-zal-a
saazama,s-a-zam-a,s-a-zam-a,sa-zam-a
saazuza,s-a-zuz-a,s-a-zuz-a,sa-zuz-a
sakhathazeka,s-a-khathazek-a,s-a-khathazek-a-nxazonke,sa-khathazek-a
sakhiwe,s-akhiw-e,s-akhiw-e,inkinobho
sana,sana,lw-a-lahlw-a,sana
sawa,s-a-w-a,s-a-w-a-kumbe,saw-a
sebethule,se-be-thul-e,se-be-thul-e,sebe-thul-ekw-anel-a
sedlulise,s-edlulis-e,s-edlulis-e,le
sehlise,s-ehlis-e,s-ehlis-e,amaphaphu
sekushiye,se-ku-shiy-e,um-phakathi,seku-shiy-e
selenza,se-l-enz-a,um-sebenzi,selenz-a
seliguqubala,se-li-guqubal-a,se-li-guqubal-a,seli-guqubal-an-om-a
senezela,s-enezel-a,s-enezel-a,amaphesenti
senzela,s-enzel-a,s-enzel-a,amehlo
sesaba,s-esab-a,s-esab-a,imiphumela
sesidedelwa,se-si-dedelw-a,se-si-dedelw-a,sesi-dedelw-ab-es-e
seyashelwa,se-y-a-shelw-a,se-y-a-shelw-a-ngamanzi,seya-shelw-a
seziyobonga,se-zi-yo-bong-a,se-zi-yo-bong-a-kwazulu,seziyo-bong-a
shintsho,shintsho,e-ku-phil-e-ni,shintsho
sibanibani,sibanibani,sibanibani,sibanibanin-om-a
sikhangelele,si-khangelel-e,si-khangelel-e-sibusiso,si-khangelel-e
siko,siko,lo-ku-phelezelan-a,siko
sinakekele,si-nakekel-e,si-nakekel-e-hhayi,si-nakekel-e
singabuzi,si-ng-abuz-i,si-ng-abuz-i-nxa,singabuz-i
singehlela,si-ng-ehlel-a,si-ng-ehlel-a,si-ng-ehlel-an-om-a
sinommeli,si-n-o-m-meli,si-no-m-meli,sino-mmeli
siprofethele,si-profethel-e,si-profethel-e-kristu,si-profethel-e
siwukhace,si-wu-khac-e,si-wu-khac-e,ngo-ku-casuk-a
siyeba,si-y-eb-a,si-y-eb-a-kumbe,si-y-eb-a
siyokwyokwamukela,si-yo-kw-amukel-a,si-yokw-amukel-a,siyokw-amukel-a
siyokwyokwandisa,si-yo-kw-andis-a,si-yokw-andis-a,siyokw-andis-a
siyokwyokwazi,si-yo-kw-azi,si-yokw-azi,siyokw-azi
siyoyobona,si-yo-bon-a,si-yo-bon-a,siyo-bon-a
siyoyobonisa,si-yo-bonis-a,si-yo-bonis-a,siyo-bonis-a
siyoyofuna,si-yo-fun-a,si-yo-fun-a,siyo-fun-a
siyoyofunda,si-yo-fund-a,si-yo-fund-a,siyo-fund-a
siyoyogcina,si-yo-gcin-a,si-yo-gcin-a,siyo-gcin-a
siyoyogwema,si-yo-gwem-a,si-yo-gwem-a,siyo-gwem-a
siyoyojabulela,si-yo-jabulel-a,si-yo-jabulel-a,siyo-jabulel-a
siyoyolangazelela,si-yo-langazelel-a,si-yo-langazelel-a,siyo-langazelel-a
siyoyoletha,si-yo-leth-a,si-yo-leth-a,siyo-leth-a
siyoyomemezela,si-yo-memezel-a,si-yo-memezel-a,siyo-memezel-a
siyoyoqaphela,si-yo-qaphel-a,si-yo-qaphel-a,siyo-qaphel-a
siyoyosebenzela,si-yo-sebenzel-a,si-yo-sebenzel-a,siyo-sebenzel-a
siyoyoshesha,si-yo-shesh-a,si-yo-shesh-a,siyo-shesh-a
siyoyosiza,si-yo-siz-a,si-yo-siz-a,siyo-siz-a
siyoyothathelwa,si-yo-thathelw-a,si-yo-thathelw-a,siyo-thathelw-a
siyoyothathwa,si-yo-thathw-a,si-yo-thathw-a,siyo-thathw-a
siyoyothenga,si-yo-theng-a,si-yo-theng-a,siyo-theng-a
siyoyothiya,si-yo-thiy-a,si-yo-thiy-a,siyo-thiy-a
siyoyothola,si-yo-thol-a,si-yo-thol-a,siyo-thol-a
siyoyoyeka,si-yo-yek-a,si-yo-yek-a,siyo-yek-a
sizo,sizo,lu-tholakal-a,sizo
sizokwzokwazi,si-zo-kw-azi,si-zokw-azi,sizokw-azi
sizokwzokwenza,si-zo-kw-enz-a,si-zokw-enz-a,sizokw-enz-a
sizokwzokwenziwa,si-zo-kw-enziw-a,si-zokw-enziw-a,sizokw-enziw-a
sizozobheka,si-zo-bhek-a,si-zo-bhek-a,sizo-bhek-a
sizozobona,si-zo-bon-a,si-zo-bon-a,sizo-bon-a
sizozobonisa,si-zo-bonis-a,si-zo-bonis-a,sizo-bonis-a
sizozobuzwa,si-zo-buzw-a,si-zo-buzw-a,sizo-buzw-a
sizozochaza,si-zo-chaz-a,si-zo-chaz-a,sizo-chaz-a
sizozochitha,si-zo-chith-a,si-zo-chith-a,sizo-chith-a
sizozodingida,si-zo-dingid-a,si-zo-dingid-a,sizo-dingid-a
sizozohlola,si-zo-hlol-a,si-zo-hlol-a,sizo-hlol-a
sizozohlolisisa,si-zo-hlolisis-a,si-zo-hlolisis-a,sizo-hlolisis-a
sizozokhulisa,si-zo-khulis-a,si-zo-khulis-a,sizo-khulis-a
sizozonika,si-zo-nik-a,si-zo-nik-a,sizo-nik-a
sizozonikela,si-zo-nikel-a,si-zo-nikel-a,sizo-nikel-a
sizozonikeza,si-zo-nikez-a,si-zo-nikez-a,sizo-nikez-a
sizozophendula,si-zo-phendul-a,si-zo-phendul-a,sizo-phendul-a
sizozophoqelelwa,si-zo-phoqelelw-a,si-zo-phoqelelw-a,sizo-phoqelelw-a
sizozoqhuba,si-zo-qhub-a,si-zo-qhub-a,sizo-qhub-a
sizozovula,si-zo-vul-a,si-zo-vul-a,sizo-vul-a
sokudelela,so-ku-delel-a,so-ku-delel-a,so-ku-delel-an-om-a
sokunene,so-ku-nene,so-ku-nene-jehova,so-kunene
sokunqanda,so-ku-nqand-a,so-ku-nqand-a,umonakalo
sokuvimbela,so-ku-vimbel-a,so-ku-vimbel-a,so-ku-vimbel-an-om-a
somabhizinisi,somabhizinisi,u-th-e,somabhizinisi
somlilo,so-m-lilo,so-m-lilo,so-mlilon-om-a
sommeli,so-m-meli,so-m-meli,so-mmeli
somusa,so-mu-sa,so-mu-sa,okungena-ku-khulunyw-a
somzimba,so-m-zimba,so-m-zimba,wo-muntu
sondo,sondo,le-nsimbi,sondo
sonto,sonto,u-qale,sonto
su,su,l-a-m-nik-a,su
suza,suza,la-mi,suza
tekisi,tekisi,nge-nxa,tekisi
thando,thando,a-ba-nye,thando
thempeli,thempeli,el-enziw-e,thempeli
thethelela,thethelel-a,thethelel-a-lisho,thethelel-a
thimba,thimba,li-bhek-e,thimba
thuna,thuna,nge-m-pela,thuna
toho,toho,li-ya-m-siz-a,toho
tshatha,tshath-a,tshath-a-ngobe,tshath-a
tshitshi,tshitshi,le-si-khathi,tshitshi
ubalungile,u-ba-lung-ile,u-ba-lung-ile-zulu,u-ba-lung-ile
ubhanana,u-bhanana,u-bhanana,ubhananan-om-a
ubilly,u-billy,u-billy,ubilly
ubushiqela,u-bu-shiqel-a,u-bu-shiqel-a,u-bu-shiqel-an-om-a
ufihlwe,u-fihlw-e,u-fihlw-e-kumbe,ufihlw-e
uharry,u-harry,u-harry,uharry
uhlupha,u-hluph-a,u-hluph-a,inyama
ujeziswe,u-jezisw-e,u-jezisw-e,nge-ndlela
ujohnny,u-johnny,u-johnny,ujohnny
ukhubaze,u-khubaz-e,u-khubaz-e,u-khubaz-en-om-a
ukubaabe,uku-ba-ab-e,ukuba-ab-e,ukuba-ab-e
ukubenqabela,uku-b-enqabel-a,uku-b-enqabel-a,uku-b-enqabel-ak-eph-a
ukubulala,uku-bulal-a,uku-bulal-a-hhayi,uku-bulal-a
ukukwenzela,uku-kw-enzel-a,uku-kw-enzel-a,uku-kw-enzel-ak-on-a
ukummelela,uku-m-melel-a,uku-m-melel-a,uku-m-melel-a
ukummema,uku-m-mem-a,uku-m-mem-a,uku-m-mem-a
ukummisa,uku-m-mis-a,uku-m-mis-a,uku-m-mis-a
ukuncwela,uku-ncwel-a,uku-ncwel-a,intshebe
ukungacasuki,uku-nga-casuk-i,uku-nga-casuk-i-lula,uku-nga-casuk-i
ukungalaleli,uku-nga-lalel-i,uku-nga-lalel-i-kuka,uku-nga-lalel-i
ukungasi,uku-nga-s-i,uku-nga-s-i-thinti,uku-nga-s-i
ukungathathi,uku-nga-thath-i,uku-nga-thath-i-hlangothi,uku-nga-thath-i
ukungibhubhisa,uku-ngi-bhubhis-a,uku-ngi-bhubhis-a,uku-ngi-bhubhis-ak-eph-a
ukunqabela,uku-nqabel-a,uku-nqabel-a,uku-nqabel-an-om-a
ukusikhulekela,uku-si-khulekel-a,uku-si-khulekel-a,e-phonsw-a
ukusitshela,uku-si-tshel-a,uku-si-tshel-a,uku-si-tshel-ak-on-a
ukuzicabangela,uku-zi-cabangel-a,uku-zi-cabangel-a,uku-zi-cabangel-ak-oth-ile
ukuzilibazisa,uku-zi-libazis-a,nge-n-dlela,uku-zi-libazis-a
ukuzinakelela,uku-zi-nakelel-a,uku-zi-nakelel-a,uku-zi-nakelel-aa-ku-yon-a
ukuziqinisa,uku-zi-qinis-a,uku-zi-qinis-a-hiya,uku-zi-qinis-a
ukuzithinta,uku-zi-thint-a,uku-zi-thint-a,nge-ndlela
ukuzwelwa,uku-zwelw-a,uku-zwelw-a,uku-zwelw-ak-eph-a
ukwesabeka,u-kw-esabek-a,u-kw-esabek-a-kuka,u-kw-esabek-a
ulikholwa,u-li-kholw-a,u-li-kholw-a-kumbe,u-li-kholw-a
umata,u-mata,u-mata,umatan-om-a
umhlaba,u-m-hlaba,um-hlaba,ngo-ku-hlasel-a
umhluzi,u-m-hluzi,um-hluzi,umhluzin-om-a
ummangaleli,u-m-mangaleli,um-mangaleli,ummangaleli
ummangalelwa,u-m-mangalelwa,um-mangalelwa,ummangalelwa
ummangali,u-m-mangali,um-mangali,ummangali
ummbelwa,u-m-mbelw-a,u-m-mbelw-a,u-m-mbelw-a
ummeleli,u-m-meleli,um-meleli,ummeleli
ummeli,u-m-meli,um-meli,ummeli
ummemezeli,u-m-memezeli,um-memezeli,ummemezeli
umnini,u-m-nini,um-nini-khaya,umnini
umoodley,u-moodley,u-moodley,umoodley
umoseehla,u-mos-e-ehl-a,u-mos-e-ehl-a,u-mos-e-ehl-a
umoya,u-moya,u-moya,uya-ku-vun-a
umphika,u-m-phik-a,u-m-phik-a-krestu,u-m-phik-a
umqondo,u-m-qondo,um-qondo,umqondok-eph-a
umsuka,u-m-suka,um-suka,wa-kho
umzala,u-m-zala,um-zala,wa-khe
unamahloni,u-n-a-ma-hloni,u-na-ma-hloni,nge-zikweletu
ungagculisi,u-nga-gculis-i,unga-gculis-i-cishe,unga-gculis-i
ungakhali,u-nga-khal-i,unga-khal-i-bheka,unga-khal-i
ungaluthokozeli,u-nga-lu-thokozel-i,unga-lu-thokozel-i-nomuntu,unga-lu-thokozel-i
ungangeni,u-nga-ngen-i,unga-ngen-i-nomuntu,unga-ngen-i
ungathathi,u-nga-thath-i,unga-thath-i-hlangothi,unga-thath-i
unokukholwa,u-n-o-ku-kholw-a,u-no-ku-kholw-a,uno-ku-kholw-ak-eph-a
uqathazwa,u-qathazw-a,u-qathazw-a,u-qathazw-an-om-a
use,u-s-e,u-s-e-thaleni,us-e
usola,u-sol-a,u-sol-a,uku-thi
uthakazelwa,u-thakazelw-a,u-thakazelw-a,u-thakazelw-aa-thi-ni
uwusonge,u-wu-song-e,u-wu-song-e,nge-phepha
uyabhubhisa,u-ya-bhubhis-a,u-ya-bhubhis-a,u-ya-bhubhis-aa-ba-khulum-a
uyakwenziwa,u-ya-kw-enziw-a,u-ya-kw-enziw-a-mkhulu,uya-kw-enziw-a
uyaligqoka,u-ya-li-gqok-a,u-ya-li-gqok-a-kumbe,uya-li-gqok-a
uyangizwa,u-ya-ngi-zwa,u-ya-ngi-zwa-mina,uya-ngi-zwa
uyaninyanga,u-ya-ni-nyang-a,u-ya-ni-nyang-a-xa,uya-ni-nyang-a
uyeyisa,u-y-eyis-a,u-y-eyis-a-qha,u-y-eyis-a
uyofa,u-yo-f-a,u-yo-f-a-hhayi,uyo-f-a
uyokwyokwahlulela,u-yo-kw-ahlulel-a,u-yokw-ahlulel-a,uyokw-ahlulel-a
uyokwyokwambulwa,u-yo-kw-ambulw-a,u-yokw-ambulw-a,uyokw-ambulw-a
uyokwyokwamukela,u-yo-kw-amukel-a,u-yokw-amukel-a,uyokw-amukel-an-om-a
uyokwyokwandisa,u-yo-kw-andis-a,u-yokw-andis-a,uyokw-andis-a
uyokwyokwazi,u-yo-kw-azi,u-yokw-azi,uyokw-azi
uyokwyokwenza,u-yo-kw-enz-a,u-yokw-enz-a,uyokw-enz-a
uyothumela,u-yo-thumel-a,u-yo-thumel-a-loyo,uyo-thumel-a
uyoyobona,u-yo-bon-a,u-yo-bon-a,uyo-bon-a
uyoyobonisa,u-yo-bonis-a,u-yo-bonis-a,uyo-bonis-a
uyoyoboniswa,u-yo-bonisw-a,u-yo-bonisw-a,uyo-bonisw-a
uyoyobusisa,u-yo-busis-a,u-yo-busis-a,uyo-busis-a
uyoyodinga,u-yo-ding-a,u-yo-ding-a,uyo-ding-a
uyoyofuna,u-yo-fun-a,u-yo-fun-a,uyo-fun-a
uyoyogcina,u-yo-gcin-a,u-yo-gcin-a,uyo-gcin-a
uyoyogcwala,u-yo-gcwal-a,u-yo-gcwal-a,uyo-gcwal-a
uyoyogcwalisa,u-yo-gcwalis-a,u-yo-gcwalis-a,uyo-gcwalis-a
uyoyoguqula,u-yo-guqul-a,u-yo-guqul-a,uyo-guqul-a
uyoyogxilisa,u-yo-gxilis-a,u-yo-gxilis-a,uyo-gxilis-a
uyoyohlala,u-yo-hlal-a,u-yo-hlal-a,uyo-hlal-a
uyoyohlasela,u-yo-hlasel-a,u-yo-hlasel-a,uyo-hlasel-a
uyoyohlenga,u-yo-hleng-a,u-yo-hleng-a,uyo-hleng-a
uyoyohlwanyela,u-yo-hlwanyel-a,u-yo-hlwanyel-a,uyo-hlwanyel-a
uyoyojabulela,u-yo-jabulel-a,u-yo-jabulel-a,uyo-jabulel-a
uyoyokhetha,u-yo-kheth-a,u-yo-kheth-a,uyo-kheth-a
uyoyokhulisa,u-yo-khulis-a,u-yo-khulis-a,uyo-khulis-a
uyoyokhulula,u-yo-khulul-a,u-yo-khulul-a,uyo-khulul-a
uyoyolandela,u-yo-landel-a,u-yo-landel-a,uyo-landel-a
uyoyoletha,u-yo-leth-a,u-yo-leth-a,uyo-leth-a
uyoyolondoloza,u-yo-londoloz-a,u-yo-londoloz-a,uyo-londoloz-a
uyoyolungisa,u-yo-lungis-a,u-yo-lungis-a,uyo-lungis-a
uyoyomisa,u-yo-mis-a,u-yo-mis-a,uyo-mis-a
uyoyonika,u-yo-nik-a,u-yo-nik-a,uyo-nik-a
uyoyophila,u-yo-phil-a,u-yo-phil-a,uyo-phil-a
uyoyoqapha,u-yo-qaph-a,u-yo-qaph-a,uyo-qaph-a
uyoyoqeda,u-yo-qed-a,u-yo-qed-a,uyo-qed-a
uyoyoqedela,u-yo-qedel-a,u-yo-qedel-a,uyo-qedel-a
uyoyoqhubeka,u-yo-qhubek-a,u-yo-qhubek-a,uyo-qhubek-a
uyoyoqikelela,u-yo-qikelel-a,u-yo-qikelel-a,uyo-qikelel-a
uyoyoqiniseka,u-yo-qinisek-a,u-yo-qinisek-a,uyo-qinisek-a
uyoyoqothula,u-yo-qothul-a,u-yo-qothul-a,uyo-qothul-a
uyoyosebenzisa,u-yo-sebenzis-a,u-yo-sebenzis-a,uyo-sebenzis-an-om-a
uyoyosimama,u-yo-simam-a,u-yo-simam-a,uyo-simam-a
uyoyosula,u-yo-sul-a,u-yo-sul-a,uyo-sul-a
uyoyosusa,u-yo-sus-a,u-yo-sus-a,uyo-sus-a
uyoyothanda,u-yo-thand-a,u-yo-thand-a,uyo-thand-a
uyoyothatha,u-yo-thath-a,u-yo-thath-a,uyo-thath-a
uyoyothela,u-yo-thel-a,u-yo-thel-a,uyo-thel-a
uyoyothenga,u-yo-theng-a,u-yo-theng-a,uyo-theng-a
uyoyothola,u-yo-thol-a,u-yo-thol-a,uyo-thol-a
uyoyothonya,u-yo-thony-a,u-yo-thony-a,uyo-thony-a
uyoyothwala,u-yo-thwal-a,u-yo-thwal-a,uyo-thwal-a
uyoyotshela,u-yo-tshel-a,u-yo-tshel-a,uyo-tshel-a
uyoyovumela,u-yo-vumel-a,u-yo-vumel-a,uyo-vumel-a
uyoyovuna,u-yo-vun-a,u-yo-vun-a,uyo-vun-a
uyoyozuzisa,u-yo-zuzis-a,u-yo-zuzis-a,uyo-zuzis-a
uzokwehluka,u-zo-kw-ehluk-a,kakhulu,uzokw-ehluk-a
uzokwzokwamukelwa,u-zo-kw-amukelw-a,u-zokw-amukelw-a,uzokw-amukelw-a
uzokwzokwazi,u-zo-kw-azi,u-zokw-azi,uzokw-azi
uzokwzokwelulela,u-zo-kw-elulel-a,u-zokw-elulel-a,uzokw-elulel-a
uzosisiza,u-zo-si-siz-a,u-zo-si-siz-a-sithole,uzo-si-siz-a
uzozobhubhisa,u-zo-bhubhis-a,u-zo-bhubhis-a,uzo-bhubhis-a
uzozobona,u-zo-bon-a,u-zo-bon-a,uzo-bon-a
uzozobusa,u-zo-bus-a,u-zo-bus-a,uzo-bus-a
uzozobuyisela,u-zo-buyisel-a,u-zo-buyisel-a,uzo-buyisel-a
uzozofikelwa,u-zo-fikelw-a,u-zo-fikelw-a,uzo-fikelw-a
uzozohlala,u-zo-hlal-a,u-zo-hlal-a,uzo-hlal-a
uzozokhipha,u-zo-khiph-a,u-zo-khiph-a,uzo-khiph-a
uzozokhumbula,u-zo-khumbul-a,u-zo-khumbul-a,uzo-khumbul-a
uzozolala,u-zo-lal-a,u-zo-lal-a,uzo-lal-a
uzozolanda,u-zo-land-a,u-zo-land-a,uzo-land-a
uzozoletha,u-zo-leth-a,u-zo-leth-a,uzo-leth-a
uzozolungiseka,u-zo-lungisek-a,u-zo-lungisek-a,uzo-lungisek-a
uzozonqabela,u-zo-nqabel-a,u-zo-nqabel-a,uzo-nqabel-a
uzozophila,u-zo-phil-a,u-zo-phil-a,uzo-phil-a
uzozoqiniseka,u-zo-qinisek-a,u-zo-qinisek-a,uzo-qinisek-a
uzozoqinisekisa,u-zo-qinisekis-a,u-zo-qinisekis-a,uzo-qinisekis-a
uzozosebenzisa,u-zo-sebenzis-a,u-zo-sebenzis-a,uzo-sebenzis-a
uzozoshintsha,u-zo-shintsh-a,u-zo-shintsh-a,uzo-shintsh-a
uzozothatha,u-zo-thath-a,u-zo-thath-a,uzo-thath-a
uzozothola,u-zo-thol-a,u-zo-thol-a,uzo-thol-a
uzozothuma,u-zo-thum-a,u-zo-thum-a,uzo-thum-a
uzozovuma,u-zo-vum-a,u-zo-vum-a,uzo-vum-a
uzozoyeka,u-zo-yek-a,u-zo-yek-a,uzo-yek-a
vangeli,vangeli,lo-m-buso,vangeli
waaba,w-a-b-a,w-a-b-a,wa-b-a
waababaza,w-a-babaz-a,w-a-babaz-a,wa-babaz-a
waabala,w-a-bal-a,w-a-bal-a,wa-bal-a
waabalula,w-a-balul-a,w-a-balul-a,wa-balul-a
waabamba,w-a-bamb-a,w-a-bamb-a,wa-bamb-a
waabangela,w-a-bangel-a,w-a-bangel-a,wa-bangel-a
waabangelwa,w-a-bangelw-a,w-a-bangelw-a,wa-bangelw-a
waabeka,w-a-bek-a,w-a-bek-a,wa-bek-a
waabekela,w-a-bekel-a,w-a-bekel-a,wa-bekel-a
waabekezelela,w-a-bekezelel-a,w-a-bekezelel-a,wa-bekezelel-a
waabekwa,w-a-bekw-a,w-a-bekw-a,wa-bekw-a
waabeletha,w-a-beleth-a,w-a-beleth-a,wa-beleth-a
waabhadla,w-a-bhadl-a,w-a-bhadl-a,wa-bhadl-a
waabhala,w-a-bhal-a,w-a-bhal-a,wa-bhal-a
waabhalela,w-a-bhalel-a,w-a-bhalel-a,wa-bhalel-a
waabheka,w-a-bhek-a,w-a-bhek-a,wa-bhek-a
waabhekisa,w-a-bhekis-a,w-a-bhekis-a,wa-bhekis-a
waabhubhisa,w-a-bhubhis-a,w-a-bhubhis-a,wa-bhubhis-a
waabika,w-a-bik-a,w-a-bik-a,wa-bik-a
waabikezela,w-a-bikezel-a,w-a-bikezel-a,wa-bikezel-a
waabiza,w-a-biz-a,w-a-biz-a,wa-biz-a
waabizela,w-a-bizel-a,w-a-bizel-a,wa-bizel-a
waabona,w-a-bon-a,w-a-bon-a,wa-bon-a
waabonga,w-a-bong-a,w-a-bong-a,wa-bong-a
waabonisa,w-a-bonis-a,w-a-bonis-a,wa-bonis-a
waaboniswa,w-a-bonisw-a,w-a-bonisw-a,wa-bonisw-a
waabonwa,w-a-bonw-a,w-a-bonw-a,wa-bonw-a
waabuka,w-a-buk-a,w-a-buk-a,wa-buk-a
waabukeza,w-a-bukez-a,w-a-bukez-a,wa-bukez-a
waabulala,w-a-bulal-a,w-a-bulal-a,wa-bulal-a
waabulawa,w-a-bulaw-a,w-a-bulaw-a,wa-bulaw-a
waabumba,w-a-bumb-a,w-a-bumb-a,wa-bumb-a
waabuna,w-a-bun-a,w-a-bun-a,wa-bun-a
waabusa,w-a-bus-a,w-a-bus-a,wa-bus-a
waabusisa,w-a-busis-a,w-a-busis-a,wa-busis-a
waabuswa,w-a-busw-a,w-a-busw-a,wa-busw-a
waabuthela,w-a-buthel-a,w-a-buthel-a,wa-buthel-a
waabuyisela,w-a-buyisel-a,w-a-buyisel-a,wa-buyisel-a
waabuyiselwa,w-a-buyiselw-a,w-a-buyiselw-a,wa-buyiselw-a
waabuza,w-a-buz-a,w-a-buz-a,wa-buz-a
waacabanga,w-a-cabang-a,w-a-cabang-a,wa-cabang-a
waacabangela,w-a-cabangel-a,w-a-cabangel-a,wa-cabangel-a
waacaphuna,w-a-caphun-a,w-a-caphun-a,wa-caphun-a
waacashunwa,w-a-cashunw-a,w-a-cashunw-a,wa-cashunw-a
waacasulwa,w-a-casulw-a,w-a-casulw-a,wa-casulw-a
waacela,w-a-cel-a,w-a-cel-a,wa-cel-a
waacelela,w-a-celel-a,w-a-celel-a,wa-celel-a
waacelwa,w-a-celw-a,w-a-celw-a,wa-celw-a
waachaza,w-a-chaz-a,w-a-chaz-a,wa-chaz-a
waachazela,w-a-chazel-a,w-a-chazel-a,wa-chazel-a
waachichima,w-a-chichim-a,w-a-chichim-a,wa-chichim-a
waachitha,w-a-chith-a,w-a-chith-a,wa-chith-a
waacwilisa,w-a-cwilis-a,w-a-cwilis-a,wa-cwilis-a
waadabula,w-a-dabul-a,w-a-dabul-a,wa-dabul-a
waadala,w-a-dal-a,w-a-dal-a,wa-dal-a
waadalwa,w-a-dalw-a,w-a-dalw-a,wa-dalw-a
waadayisa,w-a-dayis-a,w-a-dayis-a,wa-dayis-a
waadedela,w-a-dedel-a,w-a-dedel-a,wa-dedel-a
waadedelwa,w-a-dedelw-a,w-a-dedelw-a,wa-dedelw-a
waadela,w-a-del-a,w-a-del-a,wa-del-a
waadelela,w-a-delel-a,w-a-delel-a,wa-delel-a
waadinga,w-a-ding-a,w-a-ding-a,wa-ding-a
waadingida,w-a-dingid-a,w-a-dingid-a,wa-dingid-a
waadla,w-a-dl-a,w-a-dl-a,wa-dl-a
waadlula,w-a-dlul-a,w-a-dlul-a,wa-dlul-a
waadlulisela,w-a-dlulisel-a,w-a-dlulisel-a,wa-dlulisel-a
waadluliselwa,w-a-dluliselw-a,w-a-dluliselw-a,wa-dluliselw-a
